code,name,description
D421,Neoplasm of uncertain behavior of spinal meninges,A medical condition known as neoplasm of uncertain behavior of spinal meninges.
D429,"Neoplasm of uncertain behavior of meninges, unspecified","A medical condition known as neoplasm of uncertain behavior of meninges, unspecified."
D430,"Neoplasm of uncertain behavior of brain, supratentorial","A medical condition known as neoplasm of uncertain behavior of brain, supratentorial."
D431,"Neoplasm of uncertain behavior of brain, infratentorial","A medical condition known as neoplasm of uncertain behavior of brain, infratentorial."
D434,Neoplasm of uncertain behavior of spinal cord,A medical condition known as neoplasm of uncertain behavior of spinal cord.
D438,Neoplasm of uncertain behavior of other specified parts of ce,A medical condition known as neoplasm of uncertain behavior of other specified parts of ce.
D439,"Neoplasm of uncertain behavior of central nervous system, un","A medical condition known as neoplasm of uncertain behavior of central nervous system, un."
D440,Neoplasm of uncertain behavior of thyroid gland,A medical condition known as neoplasm of uncertain behavior of thyroid gland.
D4410,Neoplasm of uncertain behavior of unspecified adrenal gland,A medical condition known as neoplasm of uncertain behavior of unspecified adrenal gland.
D4411,Neoplasm of uncertain behavior of right adrenal gland,A medical condition known as neoplasm of uncertain behavior of right adrenal gland.
D4412,Neoplasm of uncertain behavior of left adrenal gland,A medical condition known as neoplasm of uncertain behavior of left adrenal gland.
D442,Neoplasm of uncertain behavior of parathyroid gland,A medical condition known as neoplasm of uncertain behavior of parathyroid gland.
D443,Neoplasm of uncertain behavior of pituitary gland,A medical condition known as neoplasm of uncertain behavior of pituitary gland.
D444,Neoplasm of uncertain behavior of craniopharyngeal duct,A medical condition known as neoplasm of uncertain behavior of craniopharyngeal duct.
D445,Neoplasm of uncertain behavior of pineal gland,A medical condition known as neoplasm of uncertain behavior of pineal gland.
D446,Neoplasm of uncertain behavior of carotid body,A medical condition known as neoplasm of uncertain behavior of carotid body.
D447,Neoplasm of uncertain behavior of aortic body and other para,A medical condition known as neoplasm of uncertain behavior of aortic body and other para.
D449,Neoplasm of uncertain behavior of unspecified endocrine glan,A medical condition known as neoplasm of uncertain behavior of unspecified endocrine glan.
D45,Polycythemia vera,A medical condition known as polycythemia vera.
D460,"Refractory anemia without ring sideroblasts, so stated","A medical condition known as refractory anemia without ring sideroblasts, so stated."
D461,Refractory anemia with ring sideroblasts,A medical condition known as refractory anemia with ring sideroblasts.
D4620,"Refractory anemia with excess of blasts, unspecified","A medical condition known as refractory anemia with excess of blasts, unspecified."
D4621,Refractory anemia with excess of blasts 1,A medical condition known as refractory anemia with excess of blasts 1.
D4622,Refractory anemia with excess of blasts 2,A medical condition known as refractory anemia with excess of blasts 2.
D46A,Refractory cytopenia with multilineage dysplasia,A medical condition known as refractory cytopenia with multilineage dysplasia.
D46B,Refractory cytopenia with multilineage dysplasia and ring side,A medical condition known as refractory cytopenia with multilineage dysplasia and ring side.
D46C,Myelodysplastic syndrome with isolated del(5q) chromosomal,A medical condition known as myelodysplastic syndrome with isolated del(5q) chromosomal.
D464,"Refractory anemia, unspecified","A medical condition known as refractory anemia, unspecified."
D46Z,Other myelodysplastic syndromes,A medical condition known as other myelodysplastic syndromes.
D469,"Myelodysplastic syndrome, unspecified","A medical condition known as myelodysplastic syndrome, unspecified."
D470,Histiocytic and mast cell tumors of uncertain behavior,A medical condition known as histiocytic and mast cell tumors of uncertain behavior.
D4989,Neoplasm of unspecified behavior of other specified sites,A medical condition known as neoplasm of unspecified behavior of other specified sites.
D499,Neoplasm of unspecified behavior of unspecified site,A medical condition known as neoplasm of unspecified behavior of unspecified site.
D500,Iron deficiency anemia secondary to blood loss (chronic),A medical condition known as iron deficiency anemia secondary to blood loss (chronic).
D501,Sideropenic dysphagia,A medical condition known as sideropenic dysphagia.
D508,Other iron deficiency anemias,A medical condition known as other iron deficiency anemias.
D509,"Iron deficiency anemia, unspecified","A medical condition known as iron deficiency anemia, unspecified."
D510,Vitamin B12 deficiency anemia due to intrinsic factor deficienc,A medical condition known as vitamin b12 deficiency anemia due to intrinsic factor deficienc.
D511,Vitamin B12 deficiency anemia due to selective vitamin B12 m,A medical condition known as vitamin b12 deficiency anemia due to selective vitamin b12 m.
D512,Transcobalamin II deficiency,A medical condition known as transcobalamin ii deficiency.
D513,Other dietary vitamin B12 deficiency anemia,A medical condition known as other dietary vitamin b12 deficiency anemia.
D518,Other vitamin B12 deficiency anemias,A medical condition known as other vitamin b12 deficiency anemias.
D519,"Vitamin B12 deficiency anemia, unspecified","A medical condition known as vitamin b12 deficiency anemia, unspecified."
D520,Dietary folate deficiency anemia,A medical condition known as dietary folate deficiency anemia.
D521,Drug-induced folate deficiency anemia,A medical condition known as drug-induced folate deficiency anemia.
D528,Other folate deficiency anemias,A medical condition known as other folate deficiency anemias.
D529,"Folate deficiency anemia, unspecified","A medical condition known as folate deficiency anemia, unspecified."
D530,Protein deficiency anemia,A medical condition known as protein deficiency anemia.
D531,"Other megaloblastic anemias, not elsewhere classified","A medical condition known as other megaloblastic anemias, not elsewhere classified."
D532,Scorbutic anemia,A medical condition known as scorbutic anemia.
D538,Other specified nutritional anemias,A medical condition known as other specified nutritional anemias.
D539,"Nutritional anemia, unspecified","A medical condition known as nutritional anemia, unspecified."
D550,Anemia due to glucose-6-phosphate dehydrogenase [G6PD] d,A medical condition known as anemia due to glucose-6-phosphate dehydrogenase [g6pd] d.
D551,Anemia due to other disorders of glutathione metabolism,A medical condition known as anemia due to other disorders of glutathione metabolism.
D552,Anemia due to disorders of glycolytic enzymes,A medical condition known as anemia due to disorders of glycolytic enzymes.
D553,Anemia due to disorders of nucleotide metabolism,A medical condition known as anemia due to disorders of nucleotide metabolism.
D558,Other anemias due to enzyme disorders,A medical condition known as other anemias due to enzyme disorders.
D559,"Anemia due to enzyme disorder, unspecified","A medical condition known as anemia due to enzyme disorder, unspecified."
D7289,Other specified disorders of white blood cells,A medical condition known as other specified disorders of white blood cells.
D729,"Disorder of white blood cells, unspecified","A medical condition known as disorder of white blood cells, unspecified."
D730,Hyposplenism,A medical condition known as hyposplenism.
D731,Hypersplenism,A medical condition known as hypersplenism.
D732,Chronic congestive splenomegaly,A medical condition known as chronic congestive splenomegaly.
D733,Abscess of spleen,A medical condition known as abscess of spleen.
D734,Cyst of spleen,A medical condition known as cyst of spleen.
D735,Infarction of spleen,A medical condition known as infarction of spleen.
D7381,Neutropenic splenomegaly,A medical condition known as neutropenic splenomegaly.
D7389,Other diseases of spleen,A medical condition known as other diseases of spleen.
D739,"Disease of spleen, unspecified","A medical condition known as disease of spleen, unspecified."
D740,Congenital methemoglobinemia,A medical condition known as congenital methemoglobinemia.
D748,Other methemoglobinemias,A medical condition known as other methemoglobinemias.
D749,"Methemoglobinemia, unspecified","A medical condition known as methemoglobinemia, unspecified."
D750,Familial erythrocytosis,A medical condition known as familial erythrocytosis.
D751,Secondary polycythemia,A medical condition known as secondary polycythemia.
D7581,Myelofibrosis,A medical condition known as myelofibrosis.
D7582,Heparin induced thrombocytopenia (HIT),A medical condition known as heparin induced thrombocytopenia (hit).
D7589,Other specified diseases of blood and blood-forming organs,A medical condition known as other specified diseases of blood and blood-forming organs.
D759,"Disease of blood and blood-forming organs, unspecified","A medical condition known as disease of blood and blood-forming organs, unspecified."
D761,Hemophagocytic lymphohistiocytosis,A medical condition known as hemophagocytic lymphohistiocytosis.
D762,"Hemophagocytic syndrome, infection-associated","A medical condition known as hemophagocytic syndrome, infection-associated."
D763,Other histiocytosis syndromes,A medical condition known as other histiocytosis syndromes.
D77Other disorders of blood and blood-forming organs in diseases,,A medical condition known as .
D7801,Intraoperative hemorrhage and hematoma of the spleen com,A medical condition known as intraoperative hemorrhage and hematoma of the spleen com.
spleen,,A medical condition known as .
D7802,Intraoperative hemorrhage and hematoma of the spleen com,A medical condition known as intraoperative hemorrhage and hematoma of the spleen com.
E031,Congenital hypothyroidism without goiter,A medical condition known as congenital hypothyroidism without goiter.
E032,Hypothyroidism due to medicaments and other exogenous su,A medical condition known as hypothyroidism due to medicaments and other exogenous su.
E033,Postinfectious hypothyroidism,A medical condition known as postinfectious hypothyroidism.
E034,Atrophy of thyroid (acquired),A medical condition known as atrophy of thyroid (acquired).
E035,Myxedema coma,A medical condition known as myxedema coma.
E038,Other specified hypothyroidism,A medical condition known as other specified hypothyroidism.
E039,"Hypothyroidism, unspecified","A medical condition known as hypothyroidism, unspecified."
E040,Nontoxic diffuse goiter,A medical condition known as nontoxic diffuse goiter.
E041,Nontoxic single thyroid nodule,A medical condition known as nontoxic single thyroid nodule.
E042,Nontoxic multinodular goiter,A medical condition known as nontoxic multinodular goiter.
E048,Other specified nontoxic goiter,A medical condition known as other specified nontoxic goiter.
E049,"Nontoxic goiter, unspecified","A medical condition known as nontoxic goiter, unspecified."
E0500,Thyrotoxicosis with diffuse goiter without thyrotoxic crisis or s,A medical condition known as thyrotoxicosis with diffuse goiter without thyrotoxic crisis or s.
E0501,Thyrotoxicosis with diffuse goiter with thyrotoxic crisis or stor,A medical condition known as thyrotoxicosis with diffuse goiter with thyrotoxic crisis or stor.
E0510,Thyrotoxicosis with toxic single thyroid nodule without thyrot,A medical condition known as thyrotoxicosis with toxic single thyroid nodule without thyrot.
E0511,Thyrotoxicosis with toxic single thyroid nodule with thyrotoxic,A medical condition known as thyrotoxicosis with toxic single thyroid nodule with thyrotoxic.
E0520,Thyrotoxicosis with toxic multinodular goiter without thyroto,A medical condition known as thyrotoxicosis with toxic multinodular goiter without thyroto.
E0521,Thyrotoxicosis with toxic multinodular goiter with thyrotoxic c,A medical condition known as thyrotoxicosis with toxic multinodular goiter with thyrotoxic c.
E0530,Thyrotoxicosis from ectopic thyroid tissue without thyrotoxic,A medical condition known as thyrotoxicosis from ectopic thyroid tissue without thyrotoxic.
E0531,Thyrotoxicosis from ectopic thyroid tissue with thyrotoxic crisi,A medical condition known as thyrotoxicosis from ectopic thyroid tissue with thyrotoxic crisi.
E0540,Thyrotoxicosis factitia without thyrotoxic crisis or storm,A medical condition known as thyrotoxicosis factitia without thyrotoxic crisis or storm.
E0541,Thyrotoxicosis factitia with thyrotoxic crisis or storm,A medical condition known as thyrotoxicosis factitia with thyrotoxic crisis or storm.
E0580,Other thyrotoxicosis without thyrotoxic crisis or storm,A medical condition known as other thyrotoxicosis without thyrotoxic crisis or storm.
E0581,Other thyrotoxicosis with thyrotoxic crisis or storm,A medical condition known as other thyrotoxicosis with thyrotoxic crisis or storm.
E0590,"Thyrotoxicosis, unspecified without thyrotoxic crisis or storm","A medical condition known as thyrotoxicosis, unspecified without thyrotoxic crisis or storm."
E0591,"Thyrotoxicosis, unspecified with thyrotoxic crisis or storm","A medical condition known as thyrotoxicosis, unspecified with thyrotoxic crisis or storm."
E060,Acute thyroiditis,A medical condition known as acute thyroiditis.
E1369,Other specified diabetes mellitus with other specified complic,A medical condition known as other specified diabetes mellitus with other specified complic.
E138,Other specified diabetes mellitus with unspecified complicatio,A medical condition known as other specified diabetes mellitus with unspecified complicatio.
E139,Other specified diabetes mellitus without complications,A medical condition known as other specified diabetes mellitus without complications.
E15,Nondiabetic hypoglycemic coma,A medical condition known as nondiabetic hypoglycemic coma.
E160,Drug-induced hypoglycemia without coma,A medical condition known as drug-induced hypoglycemia without coma.
E161,Other hypoglycemia,A medical condition known as other hypoglycemia.
E162,"Hypoglycemia, unspecified","A medical condition known as hypoglycemia, unspecified."
E163,Increased secretion of glucagon,A medical condition known as increased secretion of glucagon.
E164,Increased secretion of gastrin,A medical condition known as increased secretion of gastrin.
E168,Other specified disorders of pancreatic internal secretion,A medical condition known as other specified disorders of pancreatic internal secretion.
E169,"Disorder of pancreatic internal secretion, unspecified","A medical condition known as disorder of pancreatic internal secretion, unspecified."
E200,Idiopathic hypoparathyroidism,A medical condition known as idiopathic hypoparathyroidism.
E201,Pseudohypoparathyroidism,A medical condition known as pseudohypoparathyroidism.
E208,Other hypoparathyroidism,A medical condition known as other hypoparathyroidism.
E209,"Hypoparathyroidism, unspecified","A medical condition known as hypoparathyroidism, unspecified."
E210,Primary hyperparathyroidism,A medical condition known as primary hyperparathyroidism.
E211,"Secondary hyperparathyroidism, not elsewhere classified","A medical condition known as secondary hyperparathyroidism, not elsewhere classified."
E212,Other hyperparathyroidism,A medical condition known as other hyperparathyroidism.
E213,"Hyperparathyroidism, unspecified","A medical condition known as hyperparathyroidism, unspecified."
E214,Other specified disorders of parathyroid gland,A medical condition known as other specified disorders of parathyroid gland.
E215,"Disorder of parathyroid gland, unspecified","A medical condition known as disorder of parathyroid gland, unspecified."
E220,Acromegaly and pituitary gigantism,A medical condition known as acromegaly and pituitary gigantism.
E221,Hyperprolactinemia,A medical condition known as hyperprolactinemia.
E222,Syndrome of inappropriate secretion of antidiuretic hormone,A medical condition known as syndrome of inappropriate secretion of antidiuretic hormone.
E228,Other hyperfunction of pituitary gland,A medical condition known as other hyperfunction of pituitary gland.
E229,"Hyperfunction of pituitary gland, unspecified","A medical condition known as hyperfunction of pituitary gland, unspecified."
E230,Hypopituitarism,A medical condition known as hypopituitarism.
E233,"Hypothalamic dysfunction, not elsewhere classified","A medical condition known as hypothalamic dysfunction, not elsewhere classified."
E236,Other disorders of pituitary gland,A medical condition known as other disorders of pituitary gland.
E237,"Disorder of pituitary gland, unspecified","A medical condition known as disorder of pituitary gland, unspecified."
E240,Pituitary-dependent Cushing's disease,A medical condition known as pituitary-dependent cushing's disease.
E241,Nelson's syndrome,A medical condition known as nelson's syndrome.
E242,Drug-induced Cushing's syndrome,A medical condition known as drug-induced cushing's syndrome.
E243,Ectopic ACTH syndrome,A medical condition known as ectopic acth syndrome.
E244,Alcohol-induced pseudo-Cushing's syndrome,A medical condition known as alcohol-induced pseudo-cushing's syndrome.
E248,Other Cushing's syndrome,A medical condition known as other cushing's syndrome.
E249,"Cushing's syndrome, unspecified","A medical condition known as cushing's syndrome, unspecified."
E250,Congenital adrenogenital disorders associated with enzyme de,A medical condition known as congenital adrenogenital disorders associated with enzyme de.
E258,Other adrenogenital disorders,A medical condition known as other adrenogenital disorders.
E259,"Adrenogenital disorder, unspecified","A medical condition known as adrenogenital disorder, unspecified."
E2601,Conn's syndrome,A medical condition known as conn's syndrome.
E2602,Glucocorticoid-remediable aldosteronism,A medical condition known as glucocorticoid-remediable aldosteronism.
E2609,Other primary hyperaldosteronism,A medical condition known as other primary hyperaldosteronism.
E261,Secondary hyperaldosteronism,A medical condition known as secondary hyperaldosteronism.
E2681,Bartter's syndrome,A medical condition known as bartter's syndrome.
E2689,Other hyperaldosteronism,A medical condition known as other hyperaldosteronism.
E269,"Hyperaldosteronism, unspecified","A medical condition known as hyperaldosteronism, unspecified."
E270,Other adrenocortical overactivity,A medical condition known as other adrenocortical overactivity.
E271,Primary adrenocortical insufficiency,A medical condition known as primary adrenocortical insufficiency.
E272,Addisonian crisis,A medical condition known as addisonian crisis.
E273,Drug-induced adrenocortical insufficiency,A medical condition known as drug-induced adrenocortical insufficiency.
E2740,Unspecified adrenocortical insufficiency,A medical condition known as unspecified adrenocortical insufficiency.
E2749,Other adrenocortical insufficiency,A medical condition known as other adrenocortical insufficiency.
E275,Adrenomedullary hyperfunction,A medical condition known as adrenomedullary hyperfunction.
E503,Vitamin A deficiency with corneal ulceration and xerosis,A medical condition known as vitamin a deficiency with corneal ulceration and xerosis.
E504,Vitamin A deficiency with keratomalacia,A medical condition known as vitamin a deficiency with keratomalacia.
E505,Vitamin A deficiency with night blindness,A medical condition known as vitamin a deficiency with night blindness.
E506,Vitamin A deficiency with xerophthalmic scars of cornea,A medical condition known as vitamin a deficiency with xerophthalmic scars of cornea.
E507,Other ocular manifestations of vitamin A deficiency,A medical condition known as other ocular manifestations of vitamin a deficiency.
E508,Other manifestations of vitamin A deficiency,A medical condition known as other manifestations of vitamin a deficiency.
E509,"Vitamin A deficiency, unspecified","A medical condition known as vitamin a deficiency, unspecified."
E5111,Dry beriberi,A medical condition known as dry beriberi.
E5112,Wet beriberi,A medical condition known as wet beriberi.
E512,Wernicke's encephalopathy,A medical condition known as wernicke's encephalopathy.
E518,Other manifestations of thiamine deficiency,A medical condition known as other manifestations of thiamine deficiency.
E519,"Thiamine deficiency, unspecified","A medical condition known as thiamine deficiency, unspecified."
E52,Niacin deficiency [pellagra],A medical condition known as niacin deficiency [pellagra].
E530,Riboflavin deficiency,A medical condition known as riboflavin deficiency.
E531,Pyridoxine deficiency,A medical condition known as pyridoxine deficiency.
E538,Deficiency of other specified B group vitamins,A medical condition known as deficiency of other specified b group vitamins.
E539,"Vitamin B deficiency, unspecified","A medical condition known as vitamin b deficiency, unspecified."
E54,Ascorbic acid deficiency,A medical condition known as ascorbic acid deficiency.
E550,"Rickets, active","A medical condition known as rickets, active."
E559,"Vitamin D deficiency, unspecified","A medical condition known as vitamin d deficiency, unspecified."
E560,Deficiency of vitamin E,A medical condition known as deficiency of vitamin e.
E561,Deficiency of vitamin K,A medical condition known as deficiency of vitamin k.
E568,Deficiency of other vitamins,A medical condition known as deficiency of other vitamins.
E569,"Vitamin deficiency, unspecified","A medical condition known as vitamin deficiency, unspecified."
E58,Dietary calcium deficiency,A medical condition known as dietary calcium deficiency.
E59,Dietary selenium deficiency,A medical condition known as dietary selenium deficiency.
E60,Dietary zinc deficiency,A medical condition known as dietary zinc deficiency.
E612,Magnesium deficiency,A medical condition known as magnesium deficiency.
E613,Manganese deficiency,A medical condition known as manganese deficiency.
E614,Chromium deficiency,A medical condition known as chromium deficiency.
E615,Molybdenum deficiency,A medical condition known as molybdenum deficiency.
E616,Vanadium deficiency,A medical condition known as vanadium deficiency.
E617,Deficiency of multiple nutrient elements,A medical condition known as deficiency of multiple nutrient elements.
E618,Deficiency of other specified nutrient elements,A medical condition known as deficiency of other specified nutrient elements.
E619,"Deficiency of nutrient element, unspecified","A medical condition known as deficiency of nutrient element, unspecified."
E630,Essential fatty acid [EFA] deficiency,A medical condition known as essential fatty acid [efa] deficiency.
E631,Imbalance of constituents of food intake,A medical condition known as imbalance of constituents of food intake.
E638,Other specified nutritional deficiencies,A medical condition known as other specified nutritional deficiencies.
E639,"Nutritional deficiency, unspecified","A medical condition known as nutritional deficiency, unspecified."
E640,Sequelae of protein-calorie malnutrition,A medical condition known as sequelae of protein-calorie malnutrition.
E641,Sequelae of vitamin A deficiency,A medical condition known as sequelae of vitamin a deficiency.
E642,Sequelae of vitamin C deficiency,A medical condition known as sequelae of vitamin c deficiency.
E643,Sequelae of rickets,A medical condition known as sequelae of rickets.
E648,Sequelae of other nutritional deficiencies,A medical condition known as sequelae of other nutritional deficiencies.
E649,Sequelae of unspecified nutritional deficiency,A medical condition known as sequelae of unspecified nutritional deficiency.
E65,Localized adiposity,A medical condition known as localized adiposity.
E6601,Morbid (severe) obesity due to excess calories,A medical condition known as morbid (severe) obesity due to excess calories.
E6609,Other obesity due to excess calories,A medical condition known as other obesity due to excess calories.
E661,Drug-induced obesity,A medical condition known as drug-induced obesity.
E662,Morbid (severe) obesity with alveolar hypoventilation,A medical condition known as morbid (severe) obesity with alveolar hypoventilation.
E663,Overweight,A medical condition known as overweight.
E668,Other obesity,A medical condition known as other obesity.
E669,"Obesity, unspecified","A medical condition known as obesity, unspecified."
E670,Hypervitaminosis A,A medical condition known as hypervitaminosis a.
E7259,Other disorders of glycine metabolism,A medical condition known as other disorders of glycine metabolism.
E728,Other specified disorders of amino-acid metabolism,A medical condition known as other specified disorders of amino-acid metabolism.
E729,"Disorder of amino-acid metabolism, unspecified","A medical condition known as disorder of amino-acid metabolism, unspecified."
E730,Congenital lactase deficiency,A medical condition known as congenital lactase deficiency.
E731,Secondary lactase deficiency,A medical condition known as secondary lactase deficiency.
E738,Other lactose intolerance,A medical condition known as other lactose intolerance.
E739,"Lactose intolerance, unspecified","A medical condition known as lactose intolerance, unspecified."
E7400,"Glycogen storage disease, unspecified","A medical condition known as glycogen storage disease, unspecified."
E7401,von Gierke disease,A medical condition known as von gierke disease.
E7402,Pompe disease,A medical condition known as pompe disease.
E7403,Cori disease,A medical condition known as cori disease.
E7404,McArdle disease,A medical condition known as mcardle disease.
E7409,Other glycogen storage disease,A medical condition known as other glycogen storage disease.
E7410,"Disorder of fructose metabolism, unspecified","A medical condition known as disorder of fructose metabolism, unspecified."
E7411,Essential fructosuria,A medical condition known as essential fructosuria.
E7412,Hereditary fructose intolerance,A medical condition known as hereditary fructose intolerance.
E7419,Other disorders of fructose metabolism,A medical condition known as other disorders of fructose metabolism.
E7420,"Disorders of galactose metabolism, unspecified","A medical condition known as disorders of galactose metabolism, unspecified."
E7421,Galactosemia,A medical condition known as galactosemia.
E7429,Other disorders of galactose metabolism,A medical condition known as other disorders of galactose metabolism.
E7431,Sucrase-isomaltase deficiency,A medical condition known as sucrase-isomaltase deficiency.
E7439,Other disorders of intestinal carbohydrate absorption,A medical condition known as other disorders of intestinal carbohydrate absorption.
E744,Disorders of pyruvate metabolism and gluconeogenesis,A medical condition known as disorders of pyruvate metabolism and gluconeogenesis.
E748,Other specified disorders of carbohydrate metabolism,A medical condition known as other specified disorders of carbohydrate metabolism.
E749,"Disorder of carbohydrate metabolism, unspecified","A medical condition known as disorder of carbohydrate metabolism, unspecified."
E7500,"GM2 gangliosidosis, unspecified","A medical condition known as gm2 gangliosidosis, unspecified."
E7501,Sandhoff disease,A medical condition known as sandhoff disease.
E769,"Glucosaminoglycan metabolism disorder, unspecified","A medical condition known as glucosaminoglycan metabolism disorder, unspecified."
E770,Defects in post-translational modification of lysosomal enzym,A medical condition known as defects in post-translational modification of lysosomal enzym.
E771,Defects in glycoprotein degradation,A medical condition known as defects in glycoprotein degradation.
E778,Other disorders of glycoprotein metabolism,A medical condition known as other disorders of glycoprotein metabolism.
E779,"Disorder of glycoprotein metabolism, unspecified","A medical condition known as disorder of glycoprotein metabolism, unspecified."
E7800,"Pure hypercholesterolemia, unspecified","A medical condition known as pure hypercholesterolemia, unspecified."
E7801,Familial hypercholesterolemia,A medical condition known as familial hypercholesterolemia.
E781,Pure hyperglyceridemia,A medical condition known as pure hyperglyceridemia.
E782,Mixed hyperlipidemia,A medical condition known as mixed hyperlipidemia.
E783,Hyperchylomicronemia,A medical condition known as hyperchylomicronemia.
E784,Other hyperlipidemia,A medical condition known as other hyperlipidemia.
E785,"Hyperlipidemia, unspecified","A medical condition known as hyperlipidemia, unspecified."
E786,Lipoprotein deficiency,A medical condition known as lipoprotein deficiency.
E7870,"Disorder of bile acid and cholesterol metabolism, unspecified","A medical condition known as disorder of bile acid and cholesterol metabolism, unspecified."
E7871,Barth syndrome,A medical condition known as barth syndrome.
E7872,Smith-Lemli-Opitz syndrome,A medical condition known as smith-lemli-opitz syndrome.
E7879,Other disorders of bile acid and cholesterol metabolism,A medical condition known as other disorders of bile acid and cholesterol metabolism.
E7881,Lipoid dermatoarthritis,A medical condition known as lipoid dermatoarthritis.
E7889,Other lipoprotein metabolism disorders,A medical condition known as other lipoprotein metabolism disorders.
E789,"Disorder of lipoprotein metabolism, unspecified","A medical condition known as disorder of lipoprotein metabolism, unspecified."
E790,Hyperuricemia without signs of inflammatory arthritis and top,A medical condition known as hyperuricemia without signs of inflammatory arthritis and top.
E791,Lesch-Nyhan syndrome,A medical condition known as lesch-nyhan syndrome.
E792,Myoadenylate deaminase deficiency,A medical condition known as myoadenylate deaminase deficiency.
E798,Other disorders of purine and pyrimidine metabolism,A medical condition known as other disorders of purine and pyrimidine metabolism.
E799,"Disorder of purine and pyrimidine metabolism, unspecified","A medical condition known as disorder of purine and pyrimidine metabolism, unspecified."
E800,Hereditary erythropoietic porphyria,A medical condition known as hereditary erythropoietic porphyria.
E801,Porphyria cutanea tarda,A medical condition known as porphyria cutanea tarda.
E8389,Other disorders of mineral metabolism,A medical condition known as other disorders of mineral metabolism.
E839,"Disorder of mineral metabolism, unspecified","A medical condition known as disorder of mineral metabolism, unspecified."
E840,Cystic fibrosis with pulmonary manifestations,A medical condition known as cystic fibrosis with pulmonary manifestations.
E8411,Meconium ileus in cystic fibrosis,A medical condition known as meconium ileus in cystic fibrosis.
E8419,Cystic fibrosis with other intestinal manifestations,A medical condition known as cystic fibrosis with other intestinal manifestations.
E848,Cystic fibrosis with other manifestations,A medical condition known as cystic fibrosis with other manifestations.
E849,"Cystic fibrosis, unspecified","A medical condition known as cystic fibrosis, unspecified."
E850,Non-neuropathic heredofamilial amyloidosis,A medical condition known as non-neuropathic heredofamilial amyloidosis.
E851,Neuropathic heredofamilial amyloidosis,A medical condition known as neuropathic heredofamilial amyloidosis.
E852,"Heredofamilial amyloidosis, unspecified","A medical condition known as heredofamilial amyloidosis, unspecified."
E853,Secondary systemic amyloidosis,A medical condition known as secondary systemic amyloidosis.
E854,Organ-limited amyloidosis,A medical condition known as organ-limited amyloidosis.
E858,Other amyloidosis,A medical condition known as other amyloidosis.
E859,"Amyloidosis, unspecified","A medical condition known as amyloidosis, unspecified."
E860,Dehydration,A medical condition known as dehydration.
E861,Hypovolemia,A medical condition known as hypovolemia.
E869,"Volume depletion, unspecified","A medical condition known as volume depletion, unspecified."
E870,Hyperosmolality and hypernatremia,A medical condition known as hyperosmolality and hypernatremia.
E871,Hypo-osmolality and hyponatremia,A medical condition known as hypo-osmolality and hyponatremia.
E872,Acidosis,A medical condition known as acidosis.
E873,Alkalosis,A medical condition known as alkalosis.
E874,Mixed disorder of acid-base balance,A medical condition known as mixed disorder of acid-base balance.
E875,Hyperkalemia,A medical condition known as hyperkalemia.
E876,Hypokalemia,A medical condition known as hypokalemia.
E8770,"Fluid overload, unspecified","A medical condition known as fluid overload, unspecified."
E8771,Transfusion associated circulatory overload,A medical condition known as transfusion associated circulatory overload.
E8779,Other fluid overload,A medical condition known as other fluid overload.
F28,Other psychotic disorder not due to a substance or known phys,A medical condition known as other psychotic disorder not due to a substance or known phys.
F29,Unspecified psychosis not due to a substance or known physiol,A medical condition known as unspecified psychosis not due to a substance or known physiol.
F3010,"Manic episode without psychotic symptoms, unspecified","A medical condition known as manic episode without psychotic symptoms, unspecified."
F3011,"Manic episode without psychotic symptoms, mild","A medical condition known as manic episode without psychotic symptoms, mild."
F3012,"Manic episode without psychotic symptoms, moderate","A medical condition known as manic episode without psychotic symptoms, moderate."
F3013,"Manic episode, severe, without psychotic symptoms","A medical condition known as manic episode, severe, without psychotic symptoms."
F302,"Manic episode, severe with psychotic symptoms","A medical condition known as manic episode, severe with psychotic symptoms."
F303,Manic episode in partial remission,A medical condition known as manic episode in partial remission.
F304,Manic episode in full remission,A medical condition known as manic episode in full remission.
F308,Other manic episodes,A medical condition known as other manic episodes.
F309,"Manic episode, unspecified","A medical condition known as manic episode, unspecified."
F310,"Bipolar disorder, current episode hypomanic","A medical condition known as bipolar disorder, current episode hypomanic."
F3110,"Bipolar disorder, current episode manic without psychotic fea","A medical condition known as bipolar disorder, current episode manic without psychotic fea."
F3111,"Bipolar disorder, current episode manic without psychotic fea","A medical condition known as bipolar disorder, current episode manic without psychotic fea."
F3112,"Bipolar disorder, current episode manic without psychotic fea","A medical condition known as bipolar disorder, current episode manic without psychotic fea."
F3113,"Bipolar disorder, current episode manic without psychotic fea","A medical condition known as bipolar disorder, current episode manic without psychotic fea."
F312,"Bipolar disorder, current episode manic severe with psychotic","A medical condition known as bipolar disorder, current episode manic severe with psychotic."
F3130,"Bipolar disorder, current episode depressed, mild or moderat","A medical condition known as bipolar disorder, current episode depressed, mild or moderat."
F3131,"Bipolar disorder, current episode depressed, mild","A medical condition known as bipolar disorder, current episode depressed, mild."
F3132,"Bipolar disorder, current episode depressed, moderate","A medical condition known as bipolar disorder, current episode depressed, moderate."
F314,"Bipolar disorder, current episode depressed, severe, without p","A medical condition known as bipolar disorder, current episode depressed, severe, without p."
F315,"Bipolar disorder, current episode depressed, severe, with psyc","A medical condition known as bipolar disorder, current episode depressed, severe, with psyc."
