code,name,description
A9687,Condition related to Cholera,This condition is related to condition related to cholera.
A2921,Condition related to Influenza,This condition is related to condition related to influenza.
A6554,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A7751,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A2657,Condition related to Cholera,This condition is related to condition related to cholera.
A4769,Condition related to Influenza,This condition is related to condition related to influenza.
A3236,Condition related to Influenza,This condition is related to condition related to influenza.
A7748,Condition related to Influenza,This condition is related to condition related to influenza.
A1700,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A9473,Condition related to Meningitis,This condition is related to condition related to meningitis.
A7618,Condition related to Influenza,This condition is related to condition related to influenza.
A6907,Condition related to Cholera,This condition is related to condition related to cholera.
A1963,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A7023,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A3700,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A7578,Condition related to Cholera,This condition is related to condition related to cholera.
A7886,Condition related to Meningitis,This condition is related to condition related to meningitis.
A5999,Condition related to Influenza,This condition is related to condition related to influenza.
A6856,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A1490,Condition related to Cholera,This condition is related to condition related to cholera.
A4879,Condition related to Meningitis,This condition is related to condition related to meningitis.
A3760,Condition related to Cholera,This condition is related to condition related to cholera.
A5280,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A9806,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A5516,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A2397,Condition related to Cholera,This condition is related to condition related to cholera.
A9475,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A1719,Condition related to Influenza,This condition is related to condition related to influenza.
A5989,Condition related to Influenza,This condition is related to condition related to influenza.
A3958,Condition related to Meningitis,This condition is related to condition related to meningitis.
A3339,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A9038,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A7304,Condition related to Meningitis,This condition is related to condition related to meningitis.
A9520,Condition related to Influenza,This condition is related to condition related to influenza.
A6278,Condition related to Influenza,This condition is related to condition related to influenza.
A4330,Condition related to Meningitis,This condition is related to condition related to meningitis.
A2716,Condition related to Meningitis,This condition is related to condition related to meningitis.
A1496,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A2663,Condition related to Meningitis,This condition is related to condition related to meningitis.
A8016,Condition related to Meningitis,This condition is related to condition related to meningitis.
A5441,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A2164,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A6238,Condition related to Cholera,This condition is related to condition related to cholera.
A6359,Condition related to Meningitis,This condition is related to condition related to meningitis.
A4827,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A4307,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A9533,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A3300,Condition related to Cholera,This condition is related to condition related to cholera.
A3939,Condition related to Meningitis,This condition is related to condition related to meningitis.
A3637,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A5930,Condition related to Cholera,This condition is related to condition related to cholera.
A5665,Condition related to Influenza,This condition is related to condition related to influenza.
A1692,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A2669,Condition related to Meningitis,This condition is related to condition related to meningitis.
A5427,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A5924,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A2067,Condition related to Cholera,This condition is related to condition related to cholera.
A2319,Condition related to Meningitis,This condition is related to condition related to meningitis.
A4139,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A5502,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A1330,Condition related to Meningitis,This condition is related to condition related to meningitis.
A4712,Condition related to Cholera,This condition is related to condition related to cholera.
A6357,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A5185,Condition related to Cholera,This condition is related to condition related to cholera.
A9766,Condition related to Cholera,This condition is related to condition related to cholera.
A1207,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A4347,Condition related to Meningitis,This condition is related to condition related to meningitis.
A5052,Condition related to Meningitis,This condition is related to condition related to meningitis.
A2460,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A6471,Condition related to Meningitis,This condition is related to condition related to meningitis.
A1530,Condition related to Cholera,This condition is related to condition related to cholera.
A7808,Condition related to Cholera,This condition is related to condition related to cholera.
A3191,Condition related to Meningitis,This condition is related to condition related to meningitis.
A7375,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A1983,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A7393,Condition related to Meningitis,This condition is related to condition related to meningitis.
A1193,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A8224,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A1326,Condition related to Cholera,This condition is related to condition related to cholera.
A6968,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A2263,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A4465,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A7073,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A1235,Condition related to Meningitis,This condition is related to condition related to meningitis.
A8591,Condition related to Influenza,This condition is related to condition related to influenza.
A1476,Condition related to Cholera,This condition is related to condition related to cholera.
A9498,Condition related to Meningitis,This condition is related to condition related to meningitis.
A5410,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A4163,Condition related to Influenza,This condition is related to condition related to influenza.
A2512,Condition related to Influenza,This condition is related to condition related to influenza.
A2324,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A3553,Condition related to Meningitis,This condition is related to condition related to meningitis.
A2143,Condition related to Cholera,This condition is related to condition related to cholera.
A6000,Condition related to Influenza,This condition is related to condition related to influenza.
A3881,Condition related to Influenza,This condition is related to condition related to influenza.
A6114,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A2586,Condition related to Cholera,This condition is related to condition related to cholera.
A7102,Condition related to Influenza,This condition is related to condition related to influenza.
A7335,Condition related to Influenza,This condition is related to condition related to influenza.
A4739,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A8913,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A1576,Condition related to Meningitis,This condition is related to condition related to meningitis.
A8687,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A2044,Condition related to Meningitis,This condition is related to condition related to meningitis.
A8482,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A7295,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A5269,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A8305,Condition related to Meningitis,This condition is related to condition related to meningitis.
A3608,Condition related to Hepatitis,This condition is related to condition related to hepatitis.
A8608,Condition related to Influenza,This condition is related to condition related to influenza.
A5020,Condition related to Influenza,This condition is related to condition related to influenza.
A6786,Condition related to Meningitis,This condition is related to condition related to meningitis.
A4944,Condition related to Influenza,This condition is related to condition related to influenza.
A1597,Condition related to Typhoid fever,This condition is related to condition related to typhoid fever.
A6835,Condition related to Cholera,This condition is related to condition related to cholera.
A1440,Condition related to Cholera,This condition is related to condition related to cholera.
